Discharge(Wh),Charge(Wh),Production(Wh),Consumption(Wh),Feed-in(Wh),From grid(Wh),State of Charge(%),Month,Day,Hour
2892.0,0.0,0.24000000000000002,3918.71,0.0,1028.97,37.0,10,2,18
165.96,7.25,0.0,3856.87,0.0,3698.16,2.0,10,2,19
0.0,7.82,0.0,3733.29,0.0,3741.11,0.0,10,2,20
0.0,7.800000000000001,0.0,3202.69,0.0,3210.4900000000002,0.0,10,2,21
0.0,7.800000000000001,0.0,30.87,0.0,38.67,0.0,10,2,22
0.0,7.800000000000001,0.0,38.65,0.0,46.45,0.0,10,2,23
0.0,6.3,0.0,1334.22,0.0,1340.52,0.0,10,3,0
0.0,6.12,0.0,26.37,0.0,32.49,0.0,10,3,1
0.0,6.78,0.0,58.66,0.0,65.44,0.0,10,3,2
0.0,7.045,0.0,26.47,0.0,33.515,0.0,10,3,3
0.0,6.7,0.0,57.9,0.0,64.6,0.0,10,3,4
0.0,7.16,0.0,25.73,0.0,32.89,0.0,10,3,5
0.0,7.199999999999999,0.0,56.8,0.0,64.0,0.0,10,3,6
0.03,5.91,0.0,21.84,0.0,27.720000000000002,0.0,10,3,7
0.0,4.64,5.42,17.35,0.0,16.57,0.0,10,3,8
0.0,82.66,90.28999999999999,36.76,0.0,29.13,0.0,10,3,9
0.0,148.1,168.92000000000002,47.63,0.0,26.81,0.0,10,3,10
0.0,271.71,289.86,45.58,0.57,28.0,0.0,10,3,11
0.0,310.53,325.19,21.63,0.4,7.37,2.0,10,3,12
0.0,267.51,289.38,33.69,0.31,12.129999999999999,3.0,10,3,13
0.0,302.99,314.33,15.17,0.7200000000000001,4.55,6.0,10,3,14
0.0,248.83,282.07,42.25,0.67,9.68,9.0,10,3,15
0.0,211.87,215.87,9.4,0.22,5.62,12.0,10,3,16
1060.28,40.14,95.34,1798.92,9.07,692.51,12.0,10,3,17
0.07,3.68,0.05,1558.98,0.0,1562.54,0.0,10,3,18
0.0,7.58,0.0,4171.39,0.0,4178.97,0.0,10,3,19
0.0,7.4,0.0,5090.12,0.0,5097.52,0.0,10,3,20
0.0,7.26,0.0,5591.04,0.0,5598.3,0.0,10,3,21
0.0,7.21,0.0,5349.81,0.0,5357.0199999999995,0.0,10,3,22
0.0,7.199999999999999,0.0,5119.56,0.0,5126.76,0.0,10,3,23
0.0,7.199999999999999,0.0,165.91,0.0,173.11,99.0,10,4,0
0.0,7.199999999999999,0.0,130.56,0.0,137.76,99.0,10,4,1
0.0,7.199999999999999,0.0,131.7,0.0,138.9,99.0,10,4,2
0.0,7.199999999999999,0.0,89.44,0.0,96.64,99.0,10,4,3
0.0,7.364999999999999,0.0,130.645,0.0,138.01,98.0,10,4,4
0.0,7.199999999999999,0.0,91.14,0.0,98.34,98.0,10,4,5
0.0,7.27,0.0,124.15,0.0,131.42000000000002,98.0,10,4,6
0.15000000000000002,4.1899999999999995,0.1,119.6,0.0,123.54,98.0,10,4,7
0.0,41.24,40.64,102.36,0.0,102.96000000000001,98.0,10,4,8
0.0,203.71,203.72,196.26,0.0,196.25,97.0,10,4,9
0.0,192.36,219.08,212.71,10.129999999999999,196.12,97.0,10,4,10
0.15,0.06,221.66,267.17,18.87,64.29,100.0,10,4,11
0.0,0.06,249.18,321.05,13.91,85.84,100.0,10,4,12
0.0,0.03,248.63,487.83,10.8,250.03,100.0,10,4,13
0.0,0.03,293.86,405.17,81.56,192.9,100.0,10,4,14
0.0,0.19,437.4,168.65,302.57,34.010000000000005,100.0,10,4,15
0.0,85.55,340.14,86.42999999999999,189.63,21.47,100.0,10,4,16
0.08,68.48,179.04,2086.05,1.74,1977.15,99.0,10,4,17
0.06,0.45,98.12,476.71,24.73,403.71,100.0,10,4,18
0.06,2.44,5.57,427.41,0.0,424.22,100.0,10,4,19
0.0,5.21,0.0,219.63,0.0,224.84,100.0,10,4,20
0.0,7.199999999999999,0.0,149.51,0.0,156.71,99.0,10,4,21
0.0,7.199999999999999,0.0,149.3,0.0,156.5,99.0,10,4,22
0.0,7.199999999999999,0.0,121.89,0.0,129.09,99.0,10,4,23
0.0,7.800000000000001,0.0,2658.04,0.0,2665.84,0.0,10,5,0
0.0,7.26,0.0,2474.91,0.0,2482.17,0.0,10,5,1
0.0,7.359999999999999,0.0,2514.0,0.0,2521.36,0.0,10,5,2
0.0,7.76,0.0,1437.2,0.0,1444.96,0.0,10,5,3
0.0,7.61,0.0,244.86,0.0,252.47,0.0,10,5,4
0.0,7.7700000000000005,0.0,199.4,0.0,207.17000000000002,0.0,10,5,5
0.0,3.68,5.26,141.39,0.0,139.81,0.0,10,5,6
0.0,1.15,88.01,250.09,0.0,163.23000000000002,0.0,10,5,7
0.03,71.99,207.27,1196.42,0.0,1061.11,0.0,10,5,8
0.03,51.68,689.92,2927.82,0.0,2289.55,0.0,10,5,9
0.0,895.36,1047.73,176.3,0.21,24.14,0.0,10,5,10
0.0,1120.27,1159.77,59.480000000000004,1.31,21.29,9.0,10,5,11
215.89,1488.57,1831.13,703.8100000000001,6.45,151.81,19.0,10,5,12
0.0,2006.84,2064.53,75.67,2.24,20.22,32.0,10,5,13
812.82,781.2,1782.2,1867.34,1.37,54.89,53.0,10,5,14
424.65999999999997,972.41,1594.68,1062.8,12.690000000000001,28.56,51.0,10,5,15
822.85,520.07,800.27,1510.92,8.02,415.89,55.0,10,5,16
725.22,29.509999999999998,283.32,1022.96,22.51,66.44,51.0,10,5,17
208.4,87.35,162.19,312.53,10.65,39.94,42.0,10,5,18
50.480000000000004,50.43,131.27,158.13,5.26,32.07,40.0,10,5,19
54.82,0.0,16.31,97.58,0.0,26.45,39.0,10,5,20
212.83,0.0,0.08,242.85999999999999,0.0,31.46,39.0,10,5,21
832.54,0.0,0.43000000000000005,886.29,0.1,53.65,35.0,10,5,22
166.19,0.0,0.03,192.28,0.0,26.11,25.0,10,5,23
16.37,7.04,0.0,40.39,0.0,31.06,98.0,10,6,0
14.45,6.5,0.0,35.32,0.0,27.37,97.0,10,6,1
30.85,5.17,0.03,54.14,0.0,28.43,97.0,10,6,2
0.0,7.800000000000001,0.0,20.21,0.0,28.01,96.0,10,6,3
30.13,5.2,0.18,52.24,0.0,27.13,96.0,10,6,4
0.0,7.800000000000001,0.0,30.03,0.0,37.83,96.0,10,6,5
0.16,9.44,8.04,31.22,0.0,32.46,95.0,10,6,6
0.05,29.97,30.29,41.77,0.02,41.42,95.0,10,6,7
0.0,184.8,183.45,8.75,0.09,10.19,95.0,10,6,8
0.0,336.33,368.29,43.36,0.15000000000000002,11.55,95.0,10,6,9
0.0,119.53,626.76,21.0,486.99,0.76,95.0,10,6,10
0.0,0.18,746.97,57.49,689.3,0.0,100.0,10,6,11
0.03,0.33999999999999997,1038.97,61.01,977.65,0.0,100.0,10,6,12
0.08,0.88,1239.97,36.22,1202.95,0.0,100.0,10,6,13
0.06,0.38,876.22,62.68,813.22,0.0,100.0,10,6,14
0.03,0.09,474.27,36.92,437.29,0.0,100.0,10,6,15
0.0,0.63,717.67,51.36,665.6800000000001,0.0,100.0,10,6,16
0.0,130.52,506.49,58.61,317.36,0.0,100.0,10,6,17
0.0,0.06,299.36,25.32,273.98,0.0,100.0,10,6,18
1.48,0.1,98.77,57.19,45.34,2.38,100.0,10,6,19
10.34,0.08,54.19,38.66,29.91,4.12,100.0,10,6,20
9.77,3.7800000000000002,9.91,32.67,0.0,16.77,100.0,10,6,21
30.86,4.85,0.0,53.58,0.0,27.57,99.0,10,6,22
0.0,7.74,0.0,19.5,0.0,27.240000000000002,98.0,10,6,23
3.17,7.06,0.0,22.080000000000002,0.0,25.97,98.0,10,7,0
25.47,6.07,0.32999999999999996,47.15,0.72,28.14,97.0,10,7,1
25.62,5.44,0.31,45.9,0.0,25.41,97.0,10,7,2
1.43,7.45,0.0,19.3,0.0,25.32,96.0,10,7,3
23.57,5.720000000000001,0.07,44.0,0.0,26.08,96.0,10,7,4
10.99,6.4,0.0,44.06,0.0,39.47,96.0,10,7,5
0.16,10.68,10.86,23.509999999999998,0.0,23.169999999999998,95.0,10,7,6
0.0,324.3,323.93,12.959999999999999,0.08,13.41,95.0,10,7,7
0.03,284.07,813.23,51.28,484.87,6.96,95.0,10,7,8
1.73,0.8300000000000001,1303.4,57.11,1247.19,0.0,100.0,10,7,9
879.17,210.26,660.13,39.51,1295.35,5.82,100.0,10,7,10
0.0,910.32,1222.45,24.96,293.49,6.32,90.0,10,7,11
0.08,1.48,1567.65,60.08,1506.17,0.0,100.0,10,7,12
0.03,1.46,1617.96,58.66,1557.8700000000001,0.0,100.0,10,7,13
0.12,0.92,1477.1299999999999,58.730000000000004,1417.6,0.0,100.0,10,7,14
0.1,0.77,1470.135,34.185,1435.28,0.0,100.0,10,7,15
0.0,0.5700000000000001,1084.42,55.28,1028.57,0.0,100.0,10,7,16
0.0,0.68,671.53,52.41,618.44,0.0,100.0,10,7,17
0.03,157.59,270.8,33.38,82.69,2.83,100.0,10,7,18
0.0,26.96,175.36,29.67,119.28,0.55,100.0,10,7,19
18.69,6.0600000000000005,21.43,39.589999999999996,3.39,9.06,100.0,10,7,20
28.41,0.5,0.08,35.33,0.13,8.87,99.0,10,7,21
22.78,5.8100000000000005,0.0,45.06,0.0,28.09,98.0,10,7,22
0.9,7.640000000000001,0.0,19.35,0.0,26.09,98.0,10,7,23
34.07,4.9,0.24000000000000002,56.29,0.0,26.88,98.0,10,8,0
34.16,5.18,0.33,60.66,0.0,31.35,97.0,10,8,1
0.0,7.79,0.0,20.0,0.0,27.79,96.0,10,8,2
34.25,4.72,0.05,57.9,0.0,28.32,96.0,10,8,3
11.98,6.7700000000000005,0.0,33.25,0.0,28.04,95.0,10,8,4
23.1,5.87,0.0,44.86,0.0,27.63,95.0,10,8,5
0.0,6.54,0.0,55.4,0.0,61.94,94.0,10,8,6
0.0,57.52,57.32,2.29,0.16,2.65,94.0,10,8,7
1.8800000000000001,92.645,126.53,46.985,0.235,11.455,94.0,10,8,8
0.0,411.26,427.94,21.79,1.35,6.46,94.0,10,8,9
0.0,191.37,414.46999999999997,39.59,189.42,5.91,95.0,10,8,10
0.0,0.18,595.94,64.11,531.65,0.0,100.0,10,8,11
0.0,0.12,683.4,28.66,654.62,0.0,100.0,10,8,12
0.03,0.24,699.25,65.54,633.5,0.0,100.0,10,8,13
0.0,0.05,452.86,48.44,404.37,0.0,100.0,10,8,14
0.03,0.09,448.16,39.76,408.34,0.0,100.0,10,8,15
0.0,110.28,627.37,63.05,456.35,2.31,100.0,10,8,16
0.0,22.86,485.58,27.41,435.32,0.01,100.0,10,8,17
1.85,19.4,225.28,60.87,148.3,1.44,100.0,10,8,18
10.99,0.12,79.69,54.29,48.54,12.27,100.0,10,8,19
6.11,2.04,3.41,13.76,0.15,7.25,100.0,10,8,20
34.91,3.77,0.5900000000000001,55.93,0.0,24.2,99.0,10,8,21
1.9000000000000001,7.54,0.0,20.8,0.0,26.44,99.0,10,8,22
33.05,5.0,0.0,53.81,0.0,25.759999999999998,98.0,10,8,23
44.335,4.15,0.12000000000000001,69.695,0.0,29.39,97.0,10,9,0
0.0,8.18,0.0,19.94,0.0,28.12,96.0,10,9,1
45.32,4.28,0.0,71.64,0.0,30.6,96.0,10,9,2
0.0,8.7,0.0,20.779999999999998,0.0,29.48,95.0,10,9,3
46.07,3.99,0.0,72.1,0.0,30.02,95.0,10,9,4
0.0,8.48,0.0,20.52,0.0,29.0,94.0,10,9,5
0.0,8.28,0.0,67.06,0.0,75.34,94.0,10,9,6
0.03,4.6000000000000005,0.0,15.21,0.0,19.78,94.0,10,9,7
10.450000000000001,8.83,48.56,66.46,0.67,16.95,92.0,10,9,8
0.0,180.7,181.89,8.5,0.02,7.33,92.0,10,9,9
0.0,261.65,308.18,65.66,0.0,19.13,92.0,10,9,10
0.0,412.63,438.44,7.3500000000000005,24.240000000000002,5.78,95.0,10,9,11
0.0,0.55,348.99,63.9,284.54,0.0,100.0,10,9,12
0.03,0.47,492.93,39.28,453.21,0.0,100.0,10,9,13
0.06,0.37,286.88,57.19,229.38,0.0,100.0,10,9,14
0.0,0.38,392.62,46.08,346.16,0.0,100.0,10,9,15
0.12,0.15,305.04,50.21,254.8,0.0,100.0,10,9,16
0.03,12.15,143.98,49.75,83.09,0.98,100.0,10,9,17
10.98,30.51,32.15,20.509999999999998,0.17,8.06,99.0,10,9,18
33.94,0.49,4.33,57.42,0.0,19.64,99.0,10,9,19
0.0,7.59,0.0,21.72,0.0,29.31,98.0,10,9,20
46.13,3.58,0.39,73.38,0.0,30.44,98.0,10,9,21
0.0,7.69,0.0,22.54,0.0,30.23,97.0,10,9,22
47.71,3.56,0.13,75.02,0.0,30.74,97.0,10,9,23
29.15,4.76,0.12000000000000001,54.85,0.0,30.34,97.0,10,10,0
0.0,7.22,0.0,21.43,0.0,28.65,96.0,10,10,1
30.68,4.71,0.0,56.25,0.0,30.28,96.0,10,10,2
0.0,7.46,0.0,17.9,0.0,25.36,95.0,10,10,3
30.36,5.01,0.13,51.949999999999996,0.0,26.47,95.0,10,10,4
0.0,7.79,0.0,19.400000000000002,0.0,27.19,94.0,10,10,5
0.0,7.800000000000001,0.0,50.11,0.0,57.91,94.0,10,10,6
0.0,7.800000000000001,0.0,18.29,0.0,26.09,94.0,10,10,7
31.04,2.3000000000000003,0.22,47.214999999999996,0.0,18.255,94.0,10,10,8
0.03,43.43,43.65,2.8200000000000003,0.05,2.62,92.0,10,10,9
3.61,100.91,128.60999999999999,41.4,0.17,10.26,92.0,10,10,10
0.0,222.36,223.23,2.62,0.8600000000000001,2.61,92.0,10,10,11
0.0,238.77,270.41,41.49,1.06,10.91,95.0,10,10,12
0.0,230.63,231.82,2.8000000000000003,0.45,2.06,96.0,10,10,13
0.0,175.56,265.37,47.19,54.01,11.39,95.0,10,10,14
0.16999999999999998,0.14,236.95,25.51,211.47,0.0,100.0,10,10,15
9.47,0.26,59.9,53.87,24.89,9.65,100.0,10,10,16
8.09,2.66,6.63,19.49,0.21,7.72,100.0,10,10,17
23.36,4.12,0.0,40.13,0.0,20.89,99.0,10,10,18
15.78,6.41,0.12000000000000001,32.57,1.35,24.43,99.0,10,10,19
16.45,5.91,0.05,36.36,0.0,25.77,98.0,10,10,20
18.44,5.779999999999999,0.12000000000000001,40.22,0.0,27.44,98.0,10,10,21
11.68,6.22,0.0,32.28,0.0,26.82,97.0,10,10,22
24.34,5.33,0.22,47.49,0.0,28.26,97.0,10,10,23
25.98,5.35,0.03,47.78,0.0,27.12,96.0,10,11,0
0.0,7.42,0.0,19.22,0.0,26.64,95.0,10,11,1
31.36,5.2299999999999995,0.0,55.12,0.0,28.990000000000002,95.0,10,11,2
0.0,7.24,0.0,19.15,0.0,26.39,94.0,10,11,3
29.55,4.78,0.0,52.839999999999996,0.0,28.07,94.0,10,11,4
0.0,711.06,0.0,21.02,0.0,732.08,92.0,10,11,5
0.0,7.7,0.0,50.52,0.0,58.22,100.0,10,11,6
0.0,7.970000000000001,0.0,17.155,0.0,25.125,100.0,10,11,7
29.94,6.66,4.5600000000000005,44.68,0.0,16.84,100.0,10,11,8
0.9299999999999999,112.48,113.73,4.38,1.03,3.23,99.0,10,11,9
0.51,70.64,214.17,51.839999999999996,99.17,6.97,99.0,10,11,10
0.2,0.03,204.0,27.02,177.15,0.0,100.0,10,11,11
0.22999999999999998,0.06,131.37,57.62,75.84,1.92,100.0,10,11,12
0.16,0.06,116.49,26.58,90.01,0.0,100.0,10,11,13
0.15000000000000002,0.03,75.27,57.269999999999996,25.72,7.6,100.0,10,11,14
0.8500000000000001,0.98,27.87,23.330000000000002,5.69,1.28,100.0,10,11,15
31.330000000000002,1.7999999999999998,0.12000000000000001,46.37,0.0,16.72,99.0,10,11,16
0.0,7.199999999999999,0.0,18.18,0.0,25.38,98.0,10,11,17
28.73,4.68,0.03,50.9,0.0,26.82,98.0,10,11,18
0.0,7.199999999999999,0.0,18.25,0.0,25.45,98.0,10,11,19
30.490000000000002,4.68,0.27,53.31,0.0,27.23,97.0,10,11,20
0.0,7.199999999999999,0.0,19.01,0.0,26.21,97.0,10,11,21
30.64,4.68,0.35,54.16,0.0,27.85,97.0,10,11,22
0.0,7.199999999999999,0.0,18.16,0.0,25.36,96.0,10,11,23
0.0,7.21,0.0,18.13,0.0,25.34,82.0,10,12,0
32.24,4.32,0.29000000000000004,56.16,0.0,27.95,81.0,10,12,1
0.0,7.659999999999999,0.0,18.68,0.0,26.34,81.0,10,12,2
0.0,7.14,0.0,19.11,0.0,26.25,80.0,10,12,3
33.89,4.42,0.03,55.69,0.0,26.19,80.0,10,12,4
0.0,915.8,0.37,14.600000000000001,0.0,930.03,80.0,10,12,5
0.0,1065.97,0.44,16.07,0.0,1081.6,88.0,10,12,6
0.0,7.79,0.0,51.19,0.0,58.98,100.0,10,12,7
0.0,7.67,0.0,16.28,0.0,23.95,100.0,10,12,8
0.11,4.24,3.8999999999999995,9.9,1.84,11.97,100.0,10,12,9
2.15,1.1400000000000001,71.45,57.64,24.36,9.540000000000001,100.0,10,12,10
0.9700000000000001,57.79,61.089999999999996,6.75,0.09,2.57,99.0,10,12,11
0.13,42.3,42.39,1.56,0.44,1.86,99.0,10,12,12
21.03,26.39,35.83,39.7,0.4,9.66,99.0,10,12,13
6.199999999999999,9.3,9.99,14.1,0.0,7.25,99.0,10,12,14
0.52,0.7000000000000001,0.85,2.49,0.04,1.92,98.0,10,12,15
28.05,2.2199999999999998,0.08,43.51,0.0,17.67,98.0,10,12,16
4.09,6.819999999999999,0.0,20.66,0.0,23.39,97.0,10,12,17
0.0,7.2299999999999995,0.0,16.82,0.0,24.05,97.0,10,12,18
30.37,4.68,0.0,53.54,0.0,27.85,97.0,10,12,19
3.3699999999999997,6.85,0.0,21.99,0.0,25.47,96.0,10,12,20
0.0,7.21,0.0,16.69,0.0,23.900000000000002,96.0,10,12,21
36.89,4.4399999999999995,0.07,56.07,1.59,25.14,95.0,10,12,22
0.0,7.199999999999999,0.0,17.53,0.0,24.73,95.0,10,12,23
1.03,7.08,0.0,21.95,0.0,28.0,97.0,10,13,0
28.99,4.8,0.0,50.97,0.0,26.78,96.0,10,13,1
9.030000000000001,6.645,0.08,30.0,0.0,27.535,96.0,10,13,2
20.86,5.46,0.23,41.37,0.0,25.74,95.0,10,13,3
16.07,6.17,0.05,36.480000000000004,0.0,26.53,95.0,10,13,4
12.469999999999999,6.1899999999999995,0.1,31.69,0.0,25.31,94.0,10,13,5
0.0,7.79,0.0,41.1,0.0,48.89,94.0,10,13,6
0.0,7.800000000000001,0.0,25.57,0.0,33.37,94.0,10,13,7
22.04,3.5700000000000003,4.38,44.01,0.0,21.16,94.0,10,13,8
1.44,107.58,110.9,8.67,0.26,4.17,92.0,10,13,9
0.0,590.56,627.01,41.92,2.95,8.42,92.0,10,13,10
0.03,0.54,659.36,33.95,624.9,0.0,100.0,10,13,11
0.06,0.42000000000000004,695.57,64.03,631.18,0.0,100.0,10,13,12
0.03,0.51,1324.22,38.97,1284.77,0.0,100.0,10,13,13
0.03,0.32,746.16,64.83,681.04,0.0,100.0,10,13,14
0.08,0.55,868.1899999999999,34.54,833.1800000000001,0.0,100.0,10,13,15
0.0,128.48,516.97,59.75,332.91,4.17,100.0,10,13,16
0.32,19.35,181.68,21.15,144.22,2.72,100.0,10,13,17
33.32,4.53,0.24000000000000002,49.49,0.0,21.919999999999998,100.0,10,13,18
0.0,7.800000000000001,0.0,17.03,0.0,24.83,100.0,10,13,19
29.74,5.19,0.0,51.91,0.0,27.36,99.0,10,13,20
0.0,7.800000000000001,0.0,17.8,0.0,25.599999999999998,99.0,10,13,21
29.75,5.15,0.26,51.32,0.0,26.46,99.0,10,13,22
0.0,7.800000000000001,0.0,17.080000000000002,0.0,24.88,98.0,10,13,23
0.0,7.800000000000001,0.0,49.38,0.0,57.18,98.0,10,14,0
0.0,303.49,0.38,20.26,0.0,323.37,98.0,10,14,1
0.0,8.01,0.0,49.25,0.0,57.26,100.0,10,14,2
0.0,7.800000000000001,0.0,17.7,0.0,25.5,100.0,10,14,3
0.0,7.800000000000001,0.0,49.97,0.0,57.769999999999996,100.0,10,14,4
0.0,7.800000000000001,0.0,22.19,0.0,29.99,100.0,10,14,5
0.0,7.800000000000001,0.0,44.56,0.0,52.36,100.0,10,14,6
0.0,7.800000000000001,0.0,25.93,0.0,33.73,100.0,10,14,7
0.13,14.190000000000001,12.030000000000001,30.65,0.03,32.74,99.0,10,14,8
0.0,154.07,445.83,26.61,265.8,0.65,99.0,10,14,9
0.30000000000000004,0.5700000000000001,1021.18,57.7,963.21,0.0,100.0,10,14,10
0.03,0.9400000000000001,1393.53,54.92,1337.7,0.0,100.0,10,14,11
0.0,0.15,588.89,47.72,541.02,0.0,100.0,10,14,12
0.0,0.56,754.18,57.33,696.29,0.0,100.0,10,14,13
0.15,0.59,836.66,47.23,788.99,0.0,100.0,10,14,14
0.03,0.29,565.91,63.82,501.83,0.0,100.0,10,14,15
0.0,147.48,447.98,27.75,273.79,1.04,100.0,10,14,16
2945.07,0.0,189.09,65.95,3068.21,0.0,100.0,10,14,17
3107.98,0.0,20.85,29.38,2791.45,0.0,62.0,10,14,18
2046.38,2.58,1.9200000000000002,59.19,1782.41,21.83,25.0,10,14,19
0.0,7.800000000000001,0.0,27.31,0.0,35.11,0.0,10,14,20
0.0,7.800000000000001,0.0,58.62,0.0,66.42,0.0,10,14,21
0.0,7.800000000000001,0.0,27.0,0.0,34.8,0.0,10,14,22
0.0,7.800000000000001,0.0,60.14,0.0,67.94,0.0,10,14,23
0.0,1048.46,0.8600000000000001,24.6,0.0,1072.2,0.0,10,15,0
0.0,36.17,0.21000000000000002,51.48,0.0,87.44,9.0,10,15,1
0.0,8.34,0.0,19.74,0.0,28.080000000000002,10.0,10,15,2
0.0,7.800000000000001,0.0,49.4,0.0,57.199999999999996,10.0,10,15,3
0.0,7.800000000000001,0.0,18.56,0.0,26.36,10.0,10,15,4
0.0,7.800000000000001,0.0,49.62,0.0,57.42,10.0,10,15,5
0.0,7.800000000000001,0.0,18.91,0.0,26.71,10.0,10,15,6
0.0,7.800000000000001,0.0,49.21,0.0,57.01,10.0,10,15,7
0.09,179.71,177.35,6.72,0.02,9.04,10.0,10,15,8
0.0,837.04,868.73,42.48,1.07,11.86,10.0,10,15,9
0.0,1308.12,1308.78,4.0600000000000005,0.2,3.6,17.0,10,15,10
0.0,1556.08,1588.46,43.08,0.04,10.74,30.0,10,15,11
0.0,1673.47,1671.97,5.45,0.09,7.04,45.0,10,15,12
0.0,1602.22,1628.96,41.79,0.01,15.06,62.0,10,15,13
0.0,1353.72,1362.06,13.83,1.5100000000000002,7.0,78.0,10,15,14
0.0,491.02,517.56,36.73,0.16,10.35,94.0,10,15,15
0.08,185.53,358.05,26.72,147.5,1.62,95.0,10,15,16
0.59,1.22,141.2,38.62,104.84,2.8899999999999997,100.0,10,15,17
23.57,3.4000000000000004,0.03,38.61,0.0,18.46,100.0,10,15,18
6.26,7.140000000000001,0.0,25.15,0.0,26.03,99.0,10,15,19
31.77,5.140000000000001,0.0,53.73,0.0,27.1,99.0,10,15,20
0.0,7.800000000000001,0.0,19.240000000000002,0.0,27.04,99.0,10,15,21
29.85,5.19,0.05,52.72,0.0,28.01,98.0,10,15,22
0.0,7.800000000000001,0.0,18.18,0.0,25.98,98.0,10,15,23
30.169999999999998,5.16,0.0,53.51,0.0,28.5,98.0,10,16,0
0.0,7.800000000000001,0.0,19.67,0.0,27.47,97.0,10,16,1
28.39,5.26,0.0,50.365,0.0,27.235,97.0,10,16,2
0.0,7.800000000000001,0.0,17.54,0.0,25.34,96.0,10,16,3
28.94,5.17,0.0,51.28,0.0,27.51,96.0,10,16,4
0.0,7.800000000000001,0.0,19.04,0.0,26.84,95.0,10,16,5
0.0,7.800000000000001,0.0,49.58,0.0,57.379999999999995,95.0,10,16,6
0.0,7.800000000000001,0.0,16.86,0.0,24.66,95.0,10,16,7
27.259999999999998,213.97,213.75,42.03,0.02,15.01,95.0,10,16,8
0.0,450.56,895.62,13.43,431.90999999999997,0.28,95.0,10,16,9
0.05,0.48,1309.33,61.44,1247.46,0.0,100.0,10,16,10
0.03,0.83,1476.19,28.39,1447.0,0.0,100.0,10,16,11
0.11,1.46,1624.6200000000001,59.5,1563.77,0.0,100.0,10,16,12
0.14,1.09,1575.63,32.42,1542.26,0.0,100.0,10,16,13
0.32999999999999996,0.48,1091.14,62.21,1028.78,0.0,100.0,10,16,14
0.08,125.72,937.27,43.86,767.77,0.0,100.0,10,16,15
0.05,14.510000000000002,406.15,47.85,343.84,0.0,100.0,10,16,16
17.830000000000002,0.4,49.85,48.55,26.259999999999998,7.53,100.0,10,16,17
7.07,3.11,0.47,18.29,0.0,13.91,100.0,10,16,18
29.57,5.15,0.28,52.4,0.0,27.7,99.0,10,16,19
0.0,7.88,0.0,20.07,0.0,27.95,99.0,10,16,20
31.78,5.24,0.26,54.964999999999996,0.0,28.165,99.0,10,16,21
0.15,7.43,0.0,19.07,0.0,26.35,98.0,10,16,22
30.580000000000002,4.95,0.17,52.91,0.0,27.11,98.0,10,16,23
0.0,7.75,0.0,16.69,0.0,24.44,97.0,10,17,0
29.01,5.09,0.05,51.5,0.0,27.53,97.0,10,17,1
0.0,8.33,0.0,19.84,0.0,28.17,96.0,10,17,2
32.410000000000004,4.79,0.03,51.96,0.4,24.71,96.0,10,17,3
0.0,7.68,0.0,17.6,0.0,25.279999999999998,95.0,10,17,4
25.12,5.53,0.05,50.91,0.0,31.27,95.0,10,17,5
0.0,7.800000000000001,0.0,18.35,0.0,26.15,94.0,10,17,6
0.0,7.800000000000001,0.0,49.08,0.0,56.88,94.0,10,17,7
0.39,151.36,149.82,7.8,0.31000000000000005,9.38,94.0,10,17,8
0.0,529.25,851.29,48.09,284.49,10.540000000000001,94.0,10,17,9
0.11,0.58,1307.34,30.55,1276.32,0.0,100.0,10,17,10
0.0,0.14,301.79,58.519999999999996,243.13,0.0,100.0,10,17,11
0.0,0.31,680.84,38.5,642.03,0.0,100.0,10,17,12
0.0,0.28,569.08,64.78,504.02,0.0,100.0,10,17,13
0.05,0.46,410.67,32.61,377.71,0.06,100.0,10,17,14
0.0,73.48,462.62,52.97,336.96,0.79,100.0,10,17,15
0.27,48.0,51.51,5.84,0.69,2.75,99.0,10,17,16
16.25,3.24,16.44,41.13,0.02,11.73,99.0,10,17,17
0.15,3.65,0.09,10.08,0.0,13.61,99.0,10,17,18
28.87,5.0200000000000005,0.03,50.68,0.0,26.8,98.0,10,17,19
5.0,7.14,0.0,24.72,0.0,26.86,98.0,10,17,20
24.68,5.28,0.0,47.98,0.0,28.580000000000002,97.0,10,17,21
10.03,6.4799999999999995,0.0,31.09,0.0,27.54,97.0,10,17,22
19.72,5.86,0.16,40.3,0.0,26.28,97.0,10,17,23
13.49,6.24,0.08,33.21,0.0,25.88,96.0,10,18,0
16.66,5.87,0.18,35.88,0.0,24.91,96.0,10,18,1
16.94,6.185,0.22000000000000003,38.125,0.0,27.15,95.0,10,18,2
13.13,6.109999999999999,0.21000000000000002,32.38,0.0,25.15,95.0,10,18,3
20.04,5.75,0.16,41.47,0.0,27.02,94.0,10,18,4
10.83,6.34,0.17,30.1,0.0,25.44,94.0,10,18,5
0.0,7.5600000000000005,0.0,41.19,0.0,48.75,92.0,10,18,6
0.0,7.800000000000001,0.0,26.02,0.0,33.82,92.0,10,18,7
19.42,5.93,0.0,42.34,0.0,28.85,92.0,10,18,8
9.42,3.04,2.4,16.53,0.25,8.05,92.0,10,18,9
3.17,13.57,32.589999999999996,30.38,0.0,8.25,91.0,10,18,10
4.23,62.18,67.3,14.13,0.24,5.0200000000000005,91.0,10,18,11
0.0,305.92,329.65,31.779999999999998,0.29,8.34,91.0,10,18,12
